mortonOrder,plotID,siteID,nlcdClass,plotType,subtype,applicableModules
291,DCFS_003,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
291,DCFS_003,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
291,DCFS_003,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
639,DCFS_004,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
639,DCFS_004,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
639,DCFS_004,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
739,DCFS_005,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
739,DCFS_005,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
1471,DCFS_006,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
1471,DCFS_006,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
1815,DCFS_007,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
1815,DCFS_007,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
2839,DCFS_008,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
2915,DCFS_009,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
2915,DCFS_009,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
3235,DCFS_010,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
3235,DCFS_010,DCFS,grasslandHerbaceous,distributed,tickPlot,tck
3299,DCFS_011,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
3711,DCFS_012,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
4323,DCFS_013,DCFS,grasslandHerbaceous,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
4736,DCFS_014,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
4736,DCFS_014,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
4871,DCFS_015,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
4887,DCFS_016,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|cfc|dhp|div|hbp|vst
6151,DCFS_017,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
6371,DCFS_018,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
7203,DCFS_019,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
7807,DCFS_020,DCFS,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
7807,DCFS_020,DCFS,grasslandHerbaceous,distributed,mammalGrid,mam
8419,DCFS_021,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
10247,DCFS_022,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
11427,DCFS_023,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
12927,DCFS_024,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|div
13079,DCFS_025,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
13539,DCFS_026,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
13603,DCFS_027,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|div
14783,DCFS_028,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|div
15587,DCFS_029,DCFS,grasslandHerbaceous,distributed,basePlot,all|div
15999,DCFS_030,DCFS,grasslandHerbaceous,distributed,basePlot,all|brd|div
5655,DCFS_032,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
21119,DCFS_033,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
32896,DCFS_034,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
35683,DCFS_035,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
37155,DCFS_036,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
37504,DCFS_037,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
48752,DCFS_038,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
77440,DCFS_039,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
207472,DCFS_040,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
247231,DCFS_041,DCFS,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
2594,DCFS_042,DCFS,,tower,phenology,phe
3117,DCFS_043,DCFS,,tower,phenology,phe
18,DCFS_061,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
34,DCFS_062,DCFS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
46,DCFS_063,DCFS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
52,DCFS_064,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
82,DCFS_065,DCFS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
84,DCFS_066,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
98,DCFS_067,DCFS,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
146,DCFS_068,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
162,DCFS_069,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
168,DCFS_070,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
174,DCFS_071,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
180,DCFS_072,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
226,DCFS_073,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
228,DCFS_074,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
232,DCFS_075,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
274,DCFS_076,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
290,DCFS_077,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
302,DCFS_078,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
338,DCFS_079,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
360,DCFS_080,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
482,DCFS_081,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
484,DCFS_082,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
488,DCFS_083,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
530,DCFS_084,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
558,DCFS_085,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
680,DCFS_086,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
814,DCFS_087,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
820,DCFS_088,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
840,DCFS_089,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
866,DCFS_090,DCFS,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
314,KONA_001,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
314,KONA_001,KONA,cultivatedCrops,distributed,mammalGrid,mam
646,KONA_002,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
646,KONA_002,KONA,cultivatedCrops,distributed,tickPlot,tck
1914,KONA_003,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
1914,KONA_003,KONA,cultivatedCrops,distributed,mammalGrid,mam
1914,KONA_003,KONA,cultivatedCrops,distributed,tickPlot,tck
2374,KONA_004,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
2374,KONA_004,KONA,cultivatedCrops,distributed,mammalGrid,mam
2374,KONA_004,KONA,cultivatedCrops,distributed,tickPlot,tck
2490,KONA_005,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
3142,KONA_006,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|bgc|sme|cfc
3142,KONA_006,KONA,cultivatedCrops,distributed,mammalGrid,mam
8518,KONA_007,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|bet|cfc
8762,KONA_008,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|bet|cfc
9286,KONA_009,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|bet|cfc
10566,KONA_010,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|bet|cfc
11578,KONA_011,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|cfc
12614,KONA_012,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|cfc
13382,KONA_013,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst|cfc
13382,KONA_013,KONA,cultivatedCrops,distributed,mammalGrid,mam
18298,KONA_014,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|cfc
19066,KONA_015,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|cfc
20806,KONA_016,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst|cfc
20806,KONA_016,KONA,cultivatedCrops,distributed,mammalGrid,mam
23354,KONA_017,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst
25222,KONA_018,KONA,cultivatedCrops,distributed,basePlot,all|div|cdw|dhp|hbp|vst
25222,KONA_018,KONA,cultivatedCrops,distributed,mammalGrid,
26234,KONA_019,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst
26234,KONA_019,KONA,cultivatedCrops,distributed,tickPlot,tck
26950,KONA_020,KONA,cultivatedCrops,distributed,basePlot,all|brd|div|cdw|dhp|hbp|vst
29766,KONA_021,KONA,cultivatedCrops,distributed,basePlot,all|div
29766,KONA_021,KONA,cultivatedCrops,distributed,tickPlot,tck
32570,KONA_022,KONA,cultivatedCrops,distributed,basePlot,all|div
32570,KONA_022,KONA,cultivatedCrops,distributed,mammalGrid,
33082,KONA_023,KONA,cultivatedCrops,distributed,basePlot,all|div
33402,KONA_024,KONA,cultivatedCrops,distributed,basePlot,all|brd|div
33402,KONA_024,KONA,cultivatedCrops,distributed,mammalGrid,
33402,KONA_024,KONA,cultivatedCrops,distributed,tickPlot,tck
34294,KONA_025,KONA,cultivatedCrops,distributed,basePlot,
34294,KONA_025,KONA,cultivatedCrops,distributed,tickPlot,
34362,KONA_026,KONA,cultivatedCrops,distributed,basePlot,all|div
37958,KONA_027,KONA,cultivatedCrops,distributed,basePlot,all|div
39238,KONA_028,KONA,cultivatedCrops,distributed,basePlot,all|div
39738,KONA_029,KONA,cultivatedCrops,distributed,basePlot,
42054,KONA_030,KONA,cultivatedCrops,distributed,basePlot,all|brd|div
43334,KONA_031,KONA,cultivatedCrops,distributed,basePlot,
43590,KONA_032,KONA,cultivatedCrops,distributed,basePlot,all|div
45114,KONA_033,KONA,cultivatedCrops,distributed,basePlot,
45382,KONA_034,KONA,cultivatedCrops,distributed,basePlot,
45690,KONA_035,KONA,cultivatedCrops,distributed,basePlot,all|div
2886,KONA_036,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
21050,KONA_037,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
24902,KONA_038,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
35450,KONA_039,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
74618,KONA_040,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
103034,KONA_041,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
113222,KONA_042,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
124794,KONA_043,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
145078,KONA_044,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
231738,KONA_045,KONA,cultivatedCrops,distributed,mosquitoPoint,
298874,KONA_046,KONA,cultivatedCrops,distributed,mosquitoPoint,
397958,KONA_047,KONA,cultivatedCrops,distributed,mosquitoPoint,mpt|mos
2,KONA_048,KONA,,tower,basePlot,all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst
6,KONA_049,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18,KONA_050,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
27,KONA_051,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
31,KONA_052,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
34,KONA_053,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
35,KONA_054,KONA,,tower,basePlot,all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst
38,KONA_055,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
39,KONA_056,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
50,KONA_057,KONA,,tower,basePlot,all|bbc|bgc|cfc|cdw|dhp|div|hbp|ltr|sme|vst
54,KONA_058,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
59,KONA_059,KONA,,tower,basePlot,all|bbc|bgc|cfc|cdw|dhp|hbp|ltr|sme|vst
66,KONA_060,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
87,KONA_061,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
94,KONA_062,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
95,KONA_063,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
107,KONA_064,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
130,KONA_065,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
139,KONA_066,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
154,KONA_067,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
159,KONA_068,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
162,KONA_069,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
163,KONA_070,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
227,KONA_071,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
402,KONA_072,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
466,KONA_073,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
507,KONA_074,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
706,KONA_075,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
870,KONA_076,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
994,KONA_077,KONA,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
443,KONA_078,KONA,,tower,phenology,phe
678,KONA_079,KONA,,tower,phenology,phe
34,KONZ_001,KONZ,grasslandHerbaceous,distributed,mammalGrid,mam
34,KONZ_001,KONZ,grasslandHerbaceous,distributed,tickPlot,tck
34,KONZ_001,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
34,KONZ_001,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
38,KONZ_002,KONZ,grasslandHerbaceous,distributed,mammalGrid,mam
38,KONZ_002,KONZ,grasslandHerbaceous,distributed,tickPlot,tck
38,KONZ_002,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
38,KONZ_002,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
50,KONZ_003,KONZ,grasslandHerbaceous,distributed,mammalGrid,mam
50,KONZ_003,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
50,KONZ_003,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
54,KONZ_004,KONZ,grasslandHerbaceous,distributed,tickPlot,tck
54,KONZ_004,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
98,KONZ_005,KONZ,grasslandHerbaceous,distributed,mammalGrid,mam
98,KONZ_005,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst
98,KONZ_005,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
110,KONZ_006,KONZ,grasslandHerbaceous,distributed,mammalGrid,mam
110,KONZ_006,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
110,KONZ_006,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
130,KONZ_007,KONZ,grasslandHerbaceous,distributed,tickPlot,tck
130,KONZ_007,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
130,KONZ_007,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
134,KONZ_008,KONZ,grasslandHerbaceous,distributed,mammalGrid,
134,KONZ_008,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
134,KONZ_008,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
154,KONZ_009,KONZ,grasslandHerbaceous,distributed,tickPlot,tck
154,KONZ_009,KONZ,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
162,KONZ_010,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
162,KONZ_010,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
170,KONZ_011,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
174,KONZ_012,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
178,KONZ_013,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
178,KONZ_013,KONZ,grasslandHerbaceous,distributed,birdGrid,brd
182,KONZ_014,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
190,KONZ_015,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
206,KONZ_016,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
218,KONZ_017,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
226,KONZ_018,KONZ,grasslandHerbaceous,distributed,basePlot,all|cdw|dhp|div|hbp|vst
246,KONZ_019,KONZ,grasslandHerbaceous,distributed,basePlot,all|div
306,KONZ_020,KONZ,grasslandHerbaceous,distributed,basePlot,all|div
318,KONZ_021,KONZ,grasslandHerbaceous,distributed,basePlot,all|div
322,KONZ_022,KONZ,grasslandHerbaceous,distributed,basePlot,all|div
338,KONZ_023,KONZ,grasslandHerbaceous,distributed,basePlot,all|div
1078,KONZ_024,KONZ,deciduousForest,distributed,basePlot,all|bgc|cdw|cfc|dhp|div|hbp|sme|vst
1194,KONZ_025,KONZ,deciduousForest,distributed,birdGrid,brd
1194,KONZ_025,KONZ,deciduousForest,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
1194,KONZ_025,KONZ,deciduousForest,distributed,tickPlot,tck
1294,KONZ_026,KONZ,deciduousForest,distributed,basePlot,all|div
1358,KONZ_027,KONZ,deciduousForest,distributed,birdGrid,
1358,KONZ_027,KONZ,deciduousForest,distributed,basePlot,all|div
1358,KONZ_027,KONZ,deciduousForest,distributed,mammalGrid,mam
1498,KONZ_028,KONZ,deciduousForest,distributed,basePlot,all|div
2110,KONZ_029,KONZ,deciduousForest,distributed,basePlot,all|div
2110,KONZ_029,KONZ,deciduousForest,distributed,mammalGrid,
2266,KONZ_030,KONZ,deciduousForest,distributed,basePlot,all|div
2254,KONZ_031,KONZ,deciduousForest,distributed,birdGrid,
14,KONZ_032,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
366,KONZ_033,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
382,KONZ_034,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
414,KONZ_035,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
446,KONZ_036,KONZ,deciduousForest,distributed,mosquitoPoint,mos|mpt
542,KONZ_037,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
846,KONZ_038,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
950,KONZ_039,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
1006,KONZ_040,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
1186,KONZ_041,KONZ,grasslandHerbaceous,distributed,mosquitoPoint,mos|mpt
370,KONZ_042,KONZ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
1718,KONZ_043,KONZ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
4466,KONZ_044,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
5814,KONZ_045,KONZ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|div|hbp|ltr|sme|vst
7862,KONZ_046,KONZ,,tower,basePlot,all|bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst
9910,KONZ_047,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
10610,KONZ_048,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
11958,KONZ_049,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
14450,KONZ_050,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
16754,KONZ_051,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18102,KONZ_052,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
18546,KONZ_053,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
19826,KONZ_054,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
20850,KONZ_055,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
21362,KONZ_056,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
22198,KONZ_057,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
26994,KONZ_058,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
28342,KONZ_059,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
30390,KONZ_060,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
34486,KONZ_061,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
35318,KONZ_062,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
36534,KONZ_063,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
37234,KONZ_064,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
37746,KONZ_065,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
38582,KONZ_066,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
44726,KONZ_067,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
46450,KONZ_068,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
50870,KONZ_069,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
52594,KONZ_070,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
59062,KONZ_071,KONZ,,tower,basePlot,all|bbc|cdw|dhp|hbp|ltr|vst
115058,KONZ_072,KONZ,,tower,phenology,phe
183990,KONZ_073,KONZ,,tower,phenology,phe
1306,LAJA_001,LAJA,grasslandHerbaceous,distributed,tickPlot,tck
1306,LAJA_001,LAJA,grasslandHerbaceous,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
1818,LAJA_002,LAJA,cultivatedCrops,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
1818,LAJA_002,LAJA,cultivatedCrops,distributed,mammalGrid,
1818,LAJA_002,LAJA,cultivatedCrops,distributed,tickPlot,tck
2330,LAJA_003,LAJA,pastureHay,distributed,mammalGrid,
2330,LAJA_003,LAJA,pastureHay,distributed,tickPlot,tck
2330,LAJA_003,LAJA,pastureHay,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
2458,LAJA_004,LAJA,pastureHay,distributed,tickPlot,tck
2458,LAJA_004,LAJA,pastureHay,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
2586,LAJA_005,LAJA,pastureHay,distributed,mammalGrid,
2586,LAJA_005,LAJA,pastureHay,distributed,tickPlot,tck
2586,LAJA_005,LAJA,pastureHay,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
3610,LAJA_006,LAJA,pastureHay,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
3866,LAJA_007,LAJA,pastureHay,distributed,basePlot,all|bet|brd|cdw|cfc|dhp|div|hbp|vst
6426,LAJA_008,LAJA,pastureHay,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
6485,LAJA_009,LAJA,grasslandHerbaceous,distributed,basePlot,all|bet|cdw|cfc|dhp|div|hbp|vst
6682,LAJA_010,LAJA,pastureHay,distributed,mammalGrid,
6682,LAJA_010,LAJA,pastureHay,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
7066,LAJA_011,LAJA,pastureHay,distributed,basePlot,all|cdw|cfc|dhp|div|hbp|vst
7706,LAJA_012,LAJA,pastureHay,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
9754,LAJA_013,LAJA,pastureHay,distributed,basePlot,all|brd|cdw|dhp|div|hbp|vst
10522,LAJA_014,LAJA,pastureHay,distributed,basePlot,all|brd|div
12629,LAJA_015,LAJA,evergreenForest,distributed,basePlot,all|bet|bgc|brd|cdw|cfc|dhp|div|hbp|sme|vst
